Sex,Prob_default,Predicted_default,Realised_default
male,0.41676436496354585,1,1
female,0.04288006593319716,0,0
male,0.06930668108066082,0,0
male,0.3207867015794658,1,0
male,0.21702579494436738,0,1
male,0.11826736204536416,0,0
male,0.25514517652678903,1,0
male,0.41307344000540663,1,1
male,0.0824881403364441,0,0
male,0.3253008451108322,1,0
male,0.08989833584856916,0,0
male,0.32590133001927085,1,1
female,0.42239688274504766,1,0
male,0.22056187991450907,0,0
male,0.07114606269207141,0,1
male,0.09047399839446955,0,0
female,0.3664790960735786,1,1
male,0.2638099207081715,1,0
male,0.35125309499721324,1,1
female,0.5984492849462547,1,0
female,0.12717278898964088,0,0
female,0.3272231970600861,1,1
female,0.22860986201231856,0,0
male,0.309235252231674,1,0
male,0.23330523177382215,0,0
male,0.1113000492140951,0,0
female,0.2929550098932854,1,1
male,0.6492432648771452,1,0
male,0.1367203618077997,0,0
male,0.045779162195282136,0,0
male,0.13224606012452797,0,0
female,0.34483216723871557,1,1
male,0.034139715973754134,0,0
male,0.52236441935558,1,1
male,0.33999253189321227,1,0
male,0.17423180876996083,0,0
male,0.3920122685804591,1,0
male,0.21155030309514117,0,1
male,0.12066849105777293,0,0
female,0.11150311438317945,0,0
male,0.40371429932914477,1,0
female,0.29717298104416295,1,1
male,0.08614762648258832,0,0
female,0.384711762607317,1,0
male,0.4669938930773348,1,0
male,0.08054996811404368,0,1
female,0.6218647618514481,1,1
female,0.07377873900134907,0,0
female,0.5921711281095992,1,1
male,0.24929805953568382,1,0
female,0.10306187641602392,0,0
male,0.22351824343390572,0,1
male,0.18709628708529394,0,0
female,0.07097518225589468,0,0
male,0.1162698360574018,0,0
male,0.15620743041515717,0,0
male,0.5449595991410198,1,1
female,0.17307357766664594,0,0
male,0.4887444771710613,1,0
male,0.5492242457331418,1,1
female,0.3743079029405106,1,0
male,0.10554289080976917,0,0
male,0.4894705697770723,1,0
male,0.3763009962131942,1,0
female,0.44534250251276386,1,0
male,0.25184387844612716,1,0
male,0.13778042462635295,0,0
male,0.35992130368779157,1,0
female,0.425835399928362,1,1
male,0.1565011907677798,0,0
female,0.23188115451993863,0,0
male,0.1490073597770176,0,0
male,0.5270283316717116,1,1
female,0.44812710039490766,1,1
male,0.3392567852162886,1,1
male,0.05232732385368544,0,0
male,0.3141160812158323,1,1
female,0.5854565236023652,1,1
male,0.25709077928441426,1,0
male,0.37185412191673184,1,0
male,0.22014821650541458,0,0
male,0.2928814159493679,1,0
female,0.2698806109415432,1,0
male,0.5333475237372561,1,0
female,0.39893551053955834,1,0
female,0.09928996807640665,0,0
male,0.07386940396564841,0,0
male,0.22540392670257517,0,1
male,0.048083705807097664,0,0
female,0.17669239363866596,0,0
male,0.1363047222302064,0,0
male,0.21274911350285725,0,0
male,0.0924570147493154,0,0
female,0.5195146781339315,1,1
female,0.06998649596528317,0,0
male,0.11842229890149943,0,0
male,0.3874516959070722,1,0
male,0.4036068185470029,1,1
male,0.6727053684966459,1,1
male,0.11452740131927201,0,0
male,0.25372011815301426,1,0
male,0.3238281963287661,1,0
female,0.5507680474744389,1,1
male,0.65219077060147,1,0
male,0.1314708444189777,0,0
male,0.26955756606512504,1,1
female,0.6688794143172718,1,1
male,0.06671443120155324,0,1
male,0.2763700825223594,1,0
male,0.4064093655524365,1,1
male,0.12060444623819218,0,0
male,0.17748233331027133,0,0
male,0.4469609114182464,1,1
male,0.332609445684024,1,0
male,0.5106164377333365,1,0
male,0.44708918489639027,1,0
male,0.06714187075756566,0,0
female,0.30346804477626266,1,0
male,0.2338901611736531,0,0
female,0.39222197998021663,1,1
male,0.2663073235302235,1,0
male,0.050074649085067716,0,0
male,0.2028890234223746,0,0
female,0.37614415904100673,1,1
male,0.6482745299893946,1,1
female,0.21436632010572848,0,0
female,0.2762960224710859,1,0
male,0.5850577851297878,1,0
female,0.1592279215262925,0,0
male,0.0325114025654873,0,0
male,0.5887080659195276,1,1
male,0.2260282906439134,0,0
male,0.6309100456661269,1,0
female,0.5740128148582688,1,1
male,0.1523892800445671,0,0
male,0.11608914912103724,0,0
male,0.08351504333476373,0,0
male,0.5884569245094321,1,1
female,0.10608292197548608,0,0
female,0.35412531867158087,1,0
male,0.7041217023163132,1,1
female,0.21041601693711837,0,0
male,0.44002429895863937,1,1
male,0.15065224943727007,0,0
male,0.4202503332905307,1,1
male,0.29027955066254335,1,1
male,0.058164264126300796,0,0
male,0.5273436976419918,1,1
female,0.14622684497632896,0,0
male,0.11268980702691736,0,0
female,0.2512022479261012,1,1
male,0.3564245235798502,1,0
female,0.09343170948052926,0,0
male,0.026022111274093415,0,0
male,0.5770638194409959,1,1
male,0.42650970469571914,1,0
female,0.2227836942124396,0,0
male,0.3248540546245624,1,1
female,0.4678427989095933,1,1
female,0.1294632049409841,0,1
male,0.5034781645781468,1,1
male,0.34382675092825793,1,1
male,0.38106471757870375,1,0
male,0.4499850180839548,1,1
female,0.21529967051959745,0,0
male,0.602228007145619,1,1
male,0.25641057838779563,1,0
female,0.5087435483758724,1,0
male,0.3529143016729789,1,1
male,0.0866793091305483,0,0
male,0.3320808518465959,1,0
female,0.5899271598734506,1,1
female,0.5666701672155063,1,1
male,0.11232905040427107,0,0
female,0.1927226459130673,0,0
female,0.3725247257375385,1,0
male,0.22246579575730768,0,0
female,0.1500477642655444,0,0
female,0.31460750979982277,1,0
female,0.1333375000815872,0,0
male,0.6282559684005103,1,1
male,0.17143498843944358,0,0
male,0.46730059848499356,1,1
male,0.23936205514072834,1,0
female,0.18284936465139207,0,0
male,0.6192692324795753,1,1
female,0.0664549619725654,0,0
female,0.6060455604431987,1,1
male,0.4644772933497834,1,0
male,0.35033024515320427,1,0
male,0.25608537390944197,1,1
male,0.21917292980654196,0,1
female,0.11873304854931943,0,0
female,0.4010447175578829,1,0
female,0.06818288586380084,0,0
female,0.6205209016299508,1,1
male,0.23307520017489441,0,1
female,0.28234048701755277,1,1
female,0.6751544852054038,1,1
male,0.3414048646297991,1,1
male,0.17024300768252737,0,1
male,0.2600983927991063,1,0
female,0.17869971892301678,0,0
female,0.3526774063742717,1,1
female,0.5764097753880567,1,1
female,0.2027470074031086,0,1
female,0.34497032220542523,1,0
male,0.46384728769289635,1,0
male,0.06803549408855297,0,0
female,0.4177908363682834,1,1
male,0.09579799089625415,0,0
male,0.09589701929484967,0,0
female,0.42538639766908837,1,1
female,0.25824345680224836,1,1
female,0.31024598532666287,1,0
female,0.6957591187614658,1,0
female,0.16272707963705646,0,1
male,0.4206832341045784,1,0
male,0.6545829521905769,1,0
male,0.444821787884892,1,0
female,0.6702335447792936,1,1
male,0.06105386653983055,0,0
male,0.4869862275331332,1,0
male,0.16150762733493146,0,1
male,0.15492048293783867,0,1
female,0.551248295300508,1,0
male,0.2896795769549149,1,1
male,0.05189812383853088,0,0
male,0.21272695866779437,0,0
male,0.3905356672989959,1,1
male,0.17060911868359963,0,0
male,0.03760785279065356,0,0
female,0.4028908522494993,1,0
male,0.31219810415382526,1,1
male,0.23376334835649995,0,0
female,0.20849531138906569,0,1
female,0.4598441475672205,1,1
male,0.0985071231665642,0,0
female,0.0976229398523031,0,0
male,0.4287173821707353,1,0
female,0.07853961365659683,0,0
male,0.5512451774011848,1,1
female,0.45945911188274946,1,1
male,0.2709720929822197,1,0
male,0.10457565591475035,0,1
male,0.11168020103808675,0,0
male,0.2870553272754863,1,0
male,0.2740393311705687,1,1
male,0.5312801121549512,1,0
female,0.12526391037423604,0,1
male,0.48874551379327147,1,1
male,0.40236095379422276,1,1
male,0.6955303819754632,1,0
male,0.23917440318191394,1,1
male,0.40084642101174883,1,1
male,0.47826819906023826,1,1
male,0.18208885797217764,0,0
male,0.6323354641262612,1,0
male,0.2554543374819119,1,1
male,0.130746410273294,0,0
female,0.5533077312424891,1,0
male,0.35705207326917165,1,0
male,0.3851207402792161,1,0
male,0.33737626359281303,1,1
male,0.08982277114920109,0,0
male,0.2710404323255684,1,0
female,0.18058725806648138,0,0
male,0.1775022881513816,0,0
male,0.434582622826488,1,0
female,0.3220979870203327,1,0
male,0.46854726645237993,1,1
male,0.2537413395234933,1,0
male,0.13720254592275982,0,0
male,0.23342420846676382,0,0
male,0.33010348866598643,1,0
male,0.11336176249406621,0,0
male,0.06707331089024554,0,1
female,0.20544938297463627,0,0
male,0.1722485389115496,0,0
male,0.7452260043507176,1,1
male,0.26381813815297056,1,0
female,0.10692661409171893,0,0
female,0.07105790635888254,0,0
male,0.06116449203868635,0,0
male,0.08678982585441354,0,0
male,0.12411021002814258,0,0
male,0.5308344436357681,1,0
male,0.42688435254707746,1,0
male,0.16258604156157827,0,0
male,0.708542832807598,1,0
male,0.06855673094701091,0,0
male,0.37720818234378634,1,0
male,0.4253773223484872,1,0
female,0.366025422841789,1,0
male,0.36696739981314136,1,0
male,0.15696383407843537,0,0
male,0.12381220880107437,0,0
male,0.0892613482670399,0,0
male,0.2927226866928562,1,0
female,0.08184657995504321,0,0
male,0.1120661681566331,0,0
male,0.40532366905482087,1,0
female,0.11561237045398626,0,1
male,0.7174434715625804,1,1
female,0.29117003081673376,1,0
male,0.4010550630501019,1,0
female,0.4963291602346187,1,0
female,0.1979745854165999,0,0
male,0.7290373576108753,1,1
female,0.5394311375691233,1,1
female,0.2919268463395571,1,0
male,0.16381292419277965,0,0
male,0.06269374401951773,0,0
female,0.5191414332567243,1,1
male,0.060357253709680356,0,0
male,0.23432891014724352,0,0
male,0.8062567310232218,1,1
male,0.0926623344667443,0,0
male,0.060948064818359536,0,0
male,0.1262180971723078,0,0
male,0.22381217435706782,0,0
male,0.5005460457399616,1,0
male,0.1855145811994689,0,1
female,0.49110757966977825,1,1
female,0.3831264982565896,1,1
female,0.08857454056089104,0,0
female,0.350686981662859,1,1
female,0.04535168935095781,0,0
male,0.03194821639071879,0,0
female,0.4831726511871495,1,1
female,0.6188082083517518,1,1
male,0.28028871764335894,1,0
male,0.39511296150211894,1,0
male,0.4689441994110214,1,1
female,0.13596306487104737,0,0
female,0.2437121537203468,1,0
female,0.09020237479464695,0,0
female,0.41796012163506313,1,0
female,0.7024073230402028,1,1
male,0.37869223023108667,1,0
male,0.07624020430932955,0,0
female,0.5890324188031026,1,1
male,0.4984457751614453,1,0
male,0.24209128954033238,1,0
male,0.0465580166412705,0,0
male,0.46090282970228913,1,0
male,0.5097092477084789,1,0
male,0.3386941132330236,1,0
female,0.6227685305751951,1,0
female,0.2788308079691159,1,1
male,0.13751381975888324,0,0
male,0.15381561409680602,0,0
female,0.21645089020996156,0,0
female,0.4288454972447459,1,1
female,0.4425414840167914,1,0
female,0.16827498524643728,0,0
male,0.08547717240633784,0,1
female,0.503620339742254,1,1
male,0.13329235759575891,0,0
male,0.19083030379468832,0,1
male,0.18948360187062196,0,0
male,0.4015734933295304,1,1
female,0.0519244002725601,0,0
female,0.5871094951713942,1,1
male,0.2615960552967448,1,0
male,0.2051837885468203,0,1
male,0.19535148931859297,0,0
male,0.1630913515457242,0,0
male,0.44393596024679044,1,1
female,0.13692472200821976,0,0
male,0.529738272097346,1,0
male,0.0320813138644644,0,0
female,0.5471897126616907,1,0
female,0.6696958867720917,1,1
male,0.12071632427866229,0,0
male,0.06068437000973408,0,0
male,0.22153431749530678,0,0
female,0.5399771269660875,1,1
male,0.2047951357774721,0,0
female,0.3739292213368031,1,0
male,0.14385827679934268,0,0
female,0.2866034676753637,1,0
male,0.5329128944525052,1,1
male,0.07430870889293117,0,0
male,0.37629741748437384,1,0
female,0.3601906329403415,1,1
male,0.1927997542035369,0,0
male,0.2750783351147407,1,0
male,0.06334040673628603,0,0
male,0.17135741651384795,0,0
male,0.7219400186236274,1,1
male,0.7128533073038228,1,1
female,0.3562195310777913,1,1
male,0.08147462065939115,0,0
male,0.06634054817093847,0,0
male,0.38982014715066887,1,0
male,0.20536913372698012,0,0
female,0.1877362412132211,0,0
male,0.366396188829145,1,1
female,0.16093734682574223,0,0
male,0.06390916898648963,0,0
male,0.22267307738965714,0,0
male,0.18394532129254243,0,0
female,0.2507263077101072,1,0
female,0.4952958511560418,1,0
male,0.04615005793011486,0,0
female,0.4428852249240344,1,0
male,0.6967844836293773,1,1
male,0.2080307716740066,0,0
male,0.02459231978007617,0,0
male,0.6109658134609165,1,0
female,0.5377612866976655,1,1
male,0.37483165808158814,1,0
male,0.20080342427883277,0,0
male,0.6993750340072398,1,1
male,0.5159721027747599,1,1
male,0.7004446101118772,1,1
female,0.6048767606818818,1,0
male,0.048157052386701475,0,0
female,0.12671712789313255,0,0
male,0.5323625609564288,1,0
male,0.3520372580579142,1,1
male,0.1495982222011569,0,0
male,0.28228106491457616,1,0
male,0.4613503136163104,1,1
male,0.21558352245314374,0,0
male,0.11596708774342897,0,0
male,0.5003385022557759,1,0
female,0.6073627476110319,1,1
male,0.11826911097161165,0,1
male,0.5240183107795789,1,1
male,0.5972310605104229,1,0
male,0.0918256347293224,0,0
female,0.6331715659850079,1,1
male,0.8065720093326495,1,1
female,0.19889830716613602,0,0
female,0.22996867058377657,0,1
male,0.29712251238908205,1,1
female,0.06030923963682775,0,0
female,0.12657986465203358,0,0
male,0.3601823619856091,1,0
male,0.0742512448365234,0,0
male,0.5950637648542331,1,1
male,0.14849300640808735,0,0
female,0.17743286221992358,0,1
male,0.09920907032651227,0,0
male,0.09087158143883763,0,0
male,0.3150876375248591,1,0
male,0.09412471419346305,0,1
male,0.19827573561624406,0,0
male,0.14678813422673662,0,0
male,0.12207166966414428,0,1
male,0.6073383637375694,1,1
male,0.08741085497775178,0,0
male,0.13117612714478952,0,0
male,0.5124317773965996,1,1
male,0.21963359372282054,0,0
male,0.17193508287546977,0,0
female,0.06442457628726347,0,0
male,0.21536932628933167,0,0
female,0.48118245425113126,1,1
male,0.21450233310172687,0,0
male,0.18152438974284138,0,0
male,0.1539545390843361,0,1
female,0.35935347959876673,1,1
male,0.11028935260762761,0,0
male,0.1494246805894985,0,1
female,0.19716742957785147,0,0
female,0.3555675656423751,1,0
male,0.08454501682208279,0,0
male,0.12874592812479874,0,0
female,0.5308370992663111,1,0
female,0.1523773204884416,0,0
male,0.22573955211021707,0,0
male,0.4808618700454034,1,0
female,0.09871358808098264,0,0
male,0.33141195037977217,1,0
female,0.2631653357698042,1,0
male,0.332771848269077,1,0
male,0.1742453957683782,0,0
male,0.5021863704939232,1,1
male,0.0739589509575321,0,0
male,0.14410099343257507,0,0
male,0.1462873599109332,0,0
male,0.3549797775564856,1,0
female,0.038881522928216984,0,0
male,0.3704923956593164,1,1
female,0.3013809174081823,1,1
male,0.34020452393402417,1,0
male,0.7761137644559483,1,1
male,0.2359634156909017,1,0
male,0.17769653162680568,0,0
male,0.34901590680617767,1,0
male,0.05641374878155644,0,0
male,0.28092577760056453,1,0
male,0.6187482697606831,1,0
male,0.06171176868725245,0,0
male,0.1733983180020396,0,0
female,0.44762313885727767,1,0
female,0.08514229691859207,0,0
female,0.09254567389125853,0,0
male,0.340786326253871,1,1
male,0.4791442760737622,1,1
male,0.0755887844079849,0,0
male,0.22366455506353372,0,0
male,0.06099967511517719,0,0
male,0.07172570562667871,0,0
male,0.40962794457740725,1,0
male,0.34290275786844,1,0
male,0.5397675035774043,1,0
female,0.0771737376892972,0,0
female,0.2254684789930763,0,0
female,0.1612773119533761,0,0
female,0.437951461490296,1,1
female,0.32521454299821345,1,0
male,0.09990957859603966,0,0
male,0.6146689603078952,1,1
female,0.7278773902276257,1,1
male,0.12789528969301317,0,0
male,0.26968452273241306,1,1
male,0.44274169302192473,1,1
male,0.4650556326259399,1,1
female,0.14676771921483817,0,0
male,0.15302960419104075,0,0
female,0.42780269847993924,1,1
male,0.5566140263412545,1,0
male,0.342159582373281,1,1
male,0.30291572994937527,1,1
female,0.5929870947333986,1,0
male,0.7704399629629929,1,1
male,0.04134286110250092,0,0
male,0.25534998162268707,1,0
male,0.42382284765729705,1,0
female,0.30812354264191033,1,1
